
Generic Name,Company Name, Contact Info, Presentation, Type of Update,Date of Update, Availability Information, Related Information, Resolved Note, Reason for Shortage, Therapeutic Category, Status, Change Date, Date Discontinued, Initial Posting Date, Generic Name Note, Generic Name Link , Company Info Link, Availability Link, Related Info Link,   Resolved Note Link, Discontinued Note Link
"Methotrexate Sodium Injection","Hospira, Inc., a Pfizer Company","844-646-4398","Methotrexate, Injection, 1 g/40 mL (25 mg/mL)   (NDC 61703-408-25)","Revised","07/30/2024","Available","","","","Rheumatology; Oncology","Current","","","03/13/2023","","","","","","",""
"Methotrexate Sodium Injection","Hospira, Inc., a Pfizer Company","844-646-4398","Methotrexate, Injection, 1 g/40 mL (25 mg/mL) (NDC 61703-124-40)","Revised","07/30/2024","Available","","","","Rheumatology; Oncology","Current","","","03/13/2023","","","","","","",""
"Methotrexate Sodium Injection","Fresenius Kabi USA, LLC","888-386-1300","Methotrexate Preservative Free, Injection, 1 g (NDC 63323-122-50)","Reverified","08/02/2024","Available","Check wholesaler for inventory","","","Rheumatology; Oncology","Current","","","03/13/2023","","","","","","",""
"Methotrexate Sodium Injection","Fresenius Kabi USA, LLC","888-386-1300","Injection, 25 mg/1 mL (NDC 63323-123-10)","Reverified","08/02/2024","Available","Check wholesaler for inventory","","","Rheumatology; Oncology","Current","","","03/13/2023","","","","","","",""
"Methotrexate Sodium Injection","Accord Healthcare Inc.","866-941-7875, option 2","Methotrexate Sodium Preservative Free, Injection, 25 mg/1 mL (NDC 16729-277-30)","Revised","07/23/2024","Unavailable, 30 Days","Inventory on Hold pending further assessment","","Requirements related to complying with good manufacturing practices","Rheumatology; Oncology","Current","","","03/13/2023","","","","","","",""
"Methotrexate Sodium Injection","Accord Healthcare Inc.","866-941-7875, option 2","Methotrexate Sodium Preservative Free, Injection, 25 mg/1 mL (NDC 16729-277-03)","Revised","02/05/2024","","","","","Rheumatology; Oncology","To Be Discontinued","02/05/2024","02/05/2024","03/13/2023","","","","","","",""
"Methotrexate Sodium Injection","Accord Healthcare Inc.","866-941-7875, option 2","Methotrexate Sodium Preservative Free, Injection, 25 mg/1 mL (NDC 16729-277-35)","Revised","07/23/2024","Unavailable","","","Requirements related to complying with good manufacturing practices","Rheumatology; Oncology","Current","","","03/13/2023","","","","","","",""
"Methotrexate Sodium Tablet","Eugia US LLC","888-238-7880","Tablet, 2.5 mg (NDC 59651-182-01)","Revised","06/27/2024","","","Available","","Rheumatology; Dermatology; Dental; Oncology","Resolved","06/27/2024","","07/21/2023","","","","","","",""
"Methotrexate Sodium Tablet","Accord Healthcare Inc.","866-941-7875, option 2","Tablet, 2.5 mg (NDC 16729-486-01)","Revised","06/27/2024","","","Available","","Rheumatology; Dermatology; Dental; Oncology","Resolved","06/27/2024","","07/21/2023","","","","","","",""
"Methotrexate Sodium Tablet","Sun Pharmaceutical Industries, Inc.","800-818-4555","Methotrexate Sodium, Tablet, 2.5 mg (NDC 47335-235-83)","Revised","06/27/2024","","","Available","","Rheumatology; Dermatology; Dental; Oncology","Resolved","06/27/2024","","07/21/2023","","","","","","",""
"Methotrexate Sodium Tablet","Sun Pharmaceutical Industries, Inc.","800-818-4555","Methotrexate Sodium, Tablet, 2.5 mg (NDC 47335-235-96)","Revised","06/27/2024","","","Available","","Rheumatology; Dermatology; Dental; Oncology","Resolved","06/27/2024","","07/21/2023","","","","","","",""
"Methotrexate Sodium Tablet","Hikma Pharmaceuticals USA, Inc.","800-631-2174","Tablet, 2.5 mg (NDC 0054-4550-25)","Revised","06/27/2024","","","Available","","Rheumatology; Dermatology; Dental; Oncology","Resolved","06/27/2024","","07/21/2023","","","","","","",""
"Methotrexate Sodium Tablet","Teva Pharmaceuticals USA, Inc.","800-545-8800","Tablet, 2.5 mg (NDC 0555-0572-02)","Revised","06/27/2024","","","Available","","Rheumatology; Dermatology; Dental; Oncology","Resolved","06/27/2024","","07/21/2023","","","","","","",""
"Methotrexate Sodium Tablet","Teva Pharmaceuticals USA, Inc.","800-545-8800","Tablet, 2.5 mg (NDC 0555-0572-35)","Revised","06/27/2024","","","Available","","Rheumatology; Dermatology; Dental; Oncology","Resolved","06/27/2024","","07/21/2023","","","","","","",""
"Methotrexate Sodium Tablet","Teva Pharmaceuticals USA, Inc.","800-545-8800","Trexall, Tablet, 5 mg (NDC 51285-366-01)","Revised","06/27/2024","","","Available","","Rheumatology; Dermatology; Dental; Oncology","Resolved","06/27/2024","","07/21/2023","","","","","","",""
"Methotrexate Sodium Tablet","Teva Pharmaceuticals USA, Inc.","800-545-8800","Trexall, Tablet, 7.5 mg (NDC 51285-367-01)","Revised","06/27/2024","","","Available","","Rheumatology; Dermatology; Dental; Oncology","Resolved","06/27/2024","","07/21/2023","","","","","","",""
"Methotrexate Sodium Tablet","Teva Pharmaceuticals USA, Inc.","800-545-8800","Trexall, Tablet, 10 mg (NDC 51285-368-01)","Revised","06/27/2024","","","Available","","Rheumatology; Dermatology; Dental; Oncology","Resolved","06/27/2024","","07/21/2023","","","","","","",""
"Methotrexate Sodium Tablet","Teva Pharmaceuticals USA, Inc.","800-545-8800","Trexall, Tablet, 15 mg (NDC 51285-369-01)","Revised","06/27/2024","","","Available","","Rheumatology; Dermatology; Dental; Oncology","Resolved","06/27/2024","","07/21/2023","","","","","","",""
"Methotrexate Sodium Tablet","Mylan Pharmaceuticals Inc., a Viatris Company","800-796-9526","Tablet, 2.5 mg (NDC 0378-0014-01)","Revised","06/27/2024","","","Available","","Rheumatology; Dermatology; Dental; Oncology","Resolved","06/27/2024","","07/21/2023","","","","","","",""
"Methotrexate Sodium Tablet","Zydus Pharmaceuticals USA Inc.","877-993-8779","Tablet, 2.5 mg (NDC 68382-775-01)","Revised","06/27/2024","","","Available","","Rheumatology; Dermatology; Dental; Oncology","Resolved","06/27/2024","","07/21/2023","","","","","","",""
"Methotrexate Sodium Tablet","Amneal Pharmaceuticals","866-525-7270","Tablet, 2.5 mg (NDC 69238-1423-6)","Revised","06/27/2024","","","Available","","Rheumatology; Dermatology; Dental; Oncology","Resolved","06/27/2024","","07/21/2023","","","","","","",""
"Methotrexate Sodium Tablet","Amneal Pharmaceuticals","866-525-7270","Tablet, 2.5 mg (NDC 69238-1423-1)","Revised","06/27/2024","","","Available","","Rheumatology; Dermatology; Dental; Oncology","Resolved","06/27/2024","","07/21/2023","","","","","","",""
"Methyldopa Tablet, Film Coated","Accord Healthcare Inc.","866-941-7875","Tablet, Film Coated, 250 mg (NDC 16729-030-01)","Revised","02/05/2024","","","","","Cardiovascular","To Be Discontinued","02/05/2024","02/05/2024","08/30/2018","","","","","","",""
"Methyldopa Tablet, Film Coated","Accord Healthcare Inc.","866-941-7875","Tablet, Film Coated, 250 mg (NDC 16729-030-16)","Revised","02/05/2024","","","","","Cardiovascular","To Be Discontinued","02/05/2024","02/05/2024","08/30/2018","","","","","","",""
"Methyldopa Tablet, Film Coated","Accord Healthcare Inc.","866-941-7875","Tablet, Film Coated, 500 mg (NDC 16729-031-01)","Revised","02/05/2024","","","","","Cardiovascular","To Be Discontinued","02/05/2024","02/05/2024","08/30/2018","","","","","","",""
"Methyldopa Tablet, Film Coated","Accord Healthcare Inc.","866-941-7875","Tablet, Film Coated, 500 mg (NDC 16729-031-16)","Revised","02/05/2024","","","","","Cardiovascular","To Be Discontinued","02/05/2024","02/05/2024","08/30/2018","","","","","","",""
"Methylphenidate Hydrochloride Tablet, Extended Release","Lannett Company, Inc.","844-834-0530","Tablet, Extended Release, 18 mg (NDC 62175-310-37)","Reverified","07/15/2024","Limited Availability","Allocating limited inventory","","Demand increase for the drug","Psychiatry","Current","","","07/26/2023","","","","","","",""
"Methylphenidate Hydrochloride Tablet, Extended Release","Lannett Company, Inc.","844-834-0530","Tablet, Extended Release, 27 mg (NDC 62175-311-37)","Revised","07/15/2024","Unavailable","","","Shortage of an active ingredient","Psychiatry","Current","","","07/26/2023","","","","","","",""
"Methylphenidate Hydrochloride Tablet, Extended Release","Lannett Company, Inc.","844-834-0530","Tablet, Extended Release, 36 mg (NDC 62175-312-37)","Revised","07/15/2024","Unavailable","","","Shortage of an active ingredient","Psychiatry","Current","","","07/26/2023","","","","","","",""
"Methylphenidate Hydrochloride Tablet, Extended Release","Lannett Company, Inc.","844-834-0530","Tablet, Extended Release, 54 mg (NDC 62175-313-37)","Revised","07/15/2024","Unavailable","","","Shortage of an active ingredient","Psychiatry","Current","","","07/26/2023","","","","","","",""
"Methylphenidate Hydrochloride Tablet, Extended Release","Teva Pharmaceuticals USA, Inc.","800-545-8800","Methylphenidate Hydrochloride Extended-Release Tablets, USP   CII, Tablet, Extended Release, 18 mg (NDC 62037-725-01)","Revised","07/19/2024","Limited Availability","","","Demand increase for the drug","Psychiatry","Current","","","07/26/2023","","","","","","",""
"Methylphenidate Hydrochloride Tablet, Extended Release","Teva Pharmaceuticals USA, Inc.","800-545-8800","Methylphenidate Hydrochloride Extended-Release Tablets, USP   CII, Tablet, Extended Release, 27 mg (NDC 62037-734-01)","Reverified","07/19/2024","Limited Availability","Estimated recovery July 2024","","Demand increase for the drug","Psychiatry","Current","","","07/26/2023","","","","","","",""
"Methylphenidate Hydrochloride Tablet, Extended Release","Teva Pharmaceuticals USA, Inc.","800-545-8800","Methylphenidate Hydrochloride Extended-Release Tablets, USP   CII, Tablet, Extended Release, 36 mg (NDC 62037-726-01)","Revised","07/19/2024","Limited Availability","Estimated recovery August 2024","","Demand increase for the drug","Psychiatry","Current","","","07/26/2023","","","","","","",""
"Methylphenidate Hydrochloride Tablet, Extended Release","Teva Pharmaceuticals USA, Inc.","800-545-8800","Methylphenidate Hydrochloride Extended-Release Tablets, USP   CII, Tablet, Extended Release, 54 mg (NDC 62037-727-01)","Revised","07/19/2024","Limited Availability","Estimated recovery October 2024","","Demand increase for the drug","Psychiatry","Current","","","07/26/2023","","","","","","",""
"Methylphenidate Hydrochloride Tablet, Extended Release","Dr. Reddy's Laboratories, Inc.","866-732-3952","Tablet, Extended Release, 18 mg (NDC 43598-438-01)","Revised","07/23/2024","Unavailable","Estimated availability TBD","","Other","Psychiatry","Current","","","07/26/2023","","","","","","",""
"Methylphenidate Hydrochloride Tablet, Extended Release","Dr. Reddy's Laboratories, Inc.","866-732-3952","Tablet, Extended Release, 27 mg (NDC 43598-439-01)","Revised","07/23/2024","Unavailable","Estimated availability TBD","","Other","Psychiatry","Current","","","07/26/2023","","","","","","",""
"Methylphenidate Hydrochloride Tablet, Extended Release","Dr. Reddy's Laboratories, Inc.","866-732-3952","Tablet, Extended Release, 36 mg (NDC 43598-440-01)","Revised","07/23/2024","Unavailable","Unavailable. Estimated limited supplies from Aug 2024","","Other","Psychiatry","Current","","","07/26/2023","","","","","","",""
"Methylphenidate Hydrochloride Tablet, Extended Release","Dr. Reddy's Laboratories, Inc.","866-732-3952","Tablet, Extended Release, 54 mg (NDC 43598-441-01)","Revised","07/23/2024","Unavailable","Estimated availability TBD","","Other","Psychiatry","Current","","","07/26/2023","","","","","","",""
"Methylphenidate Hydrochloride Tablet, Extended Release","Trigen Laboratories, LLC","800-541-4802","Methylphenidate Hydrochloride, Tablet, Extended Release, 18 mg (NDC 13811-706-10)","Revised","03/07/2024","Available","Allocation to current contracted customers","","Demand increase for the drug","Psychiatry","Current","","","07/26/2023","","","","","","",""
"Methylphenidate Hydrochloride Tablet, Extended Release","Trigen Laboratories, LLC","800-541-4802","Methylphenidate Hydrochloride, Tablet, Extended Release, 27 mg (NDC 13811-707-10)","Revised","03/07/2024","Available","Allocation to current contracted customers","","Demand increase for the drug","Psychiatry","Current","","","07/26/2023","","","","","","",""
"Methylphenidate Hydrochloride Tablet, Extended Release","Trigen Laboratories, LLC","800-541-4802","Methylphenidate Hydrochloride, Tablet, Extended Release, 36 mg (NDC 13811-708-10)","Revised","03/07/2024","Available","Allocation to current contracted customers","","Demand increase for the drug","Psychiatry","Current","","","07/26/2023","","","","","","",""
"Methylphenidate Hydrochloride Tablet, Extended Release","Trigen Laboratories, LLC","800-541-4802","Methylphenidate Hydrochloride, Tablet, Extended Release, 45 mg (NDC 13811-711-30)","Revised","03/07/2024","Available","","","","Psychiatry","Current","","","07/26/2023","","","","","","",""
"Methylphenidate Hydrochloride Tablet, Extended Release","Trigen Laboratories, LLC","800-541-4802","Methylphenidate Hydrochloride, Tablet, Extended Release, 54 mg (NDC 13811-709-10)","Revised","03/07/2024","Available","Allocation to current contracted customers","","Demand increase for the drug","Psychiatry","Current","","","07/26/2023","","","","","","",""
"Methylphenidate Hydrochloride Tablet, Extended Release","Trigen Laboratories, LLC","800-541-4802","Methylphenidate Hydrochloride, Tablet, Extended Release, 63 mg (NDC 13811-700-30)","Revised","03/07/2024","Available","","","","Psychiatry","Current","","","07/26/2023","","","","","","",""
"Methylphenidate Hydrochloride Tablet, Extended Release","Trigen Laboratories, LLC","800-541-4802","Methylphenidate Hydrochloride, Tablet, Extended Release, 72 mg (NDC 13811-710-30)","Revised","03/07/2024","Available","","","","Psychiatry","Current","","","07/26/2023","","","","","","",""
"Methylphenidate Hydrochloride Tablet, Extended Release","Janssen Pharmaceuticals","800-JANSSEN (1-800-526-7736) Monday through Friday from 9:00 AM to 8:00 PM ET","Concerta, Tablet, Extended Release, 18 mg (NDC 50458-585-01)","Reverified","07/17/2024","Available","","","","Psychiatry","Current","","","07/26/2023","","","","","","",""
"Methylphenidate Hydrochloride Tablet, Extended Release","Janssen Pharmaceuticals","800-JANSSEN (1-800-526-7736) Monday through Friday from 9:00 AM to 8:00 PM ET","Concerta, Tablet, Extended Release, 27 mg (NDC 50458-588-01)","Reverified","07/17/2024","Available","","","","Psychiatry","Current","","","07/26/2023","","","","","","",""
"Methylphenidate Hydrochloride Tablet, Extended Release","Janssen Pharmaceuticals","800-JANSSEN (1-800-526-7736) Monday through Friday from 9:00 AM to 8:00 PM ET","Concerta, Tablet, Extended Release, 36 mg (NDC 50458-586-01)","Reverified","07/17/2024","Available","","","","Psychiatry","Current","","","07/26/2023","","","","","","",""
"Methylphenidate Hydrochloride Tablet, Extended Release","Janssen Pharmaceuticals","800-JANSSEN (1-800-526-7736) Monday through Friday from 9:00 AM to 8:00 PM ET","Concerta, Tablet, Extended Release, 54 mg (NDC 50458-587-01)","Reverified","07/17/2024","Available","","","","Psychiatry","Current","","","07/26/2023","","","","","","",""
"Methylphenidate Hydrochloride Tablet, Extended Release","Sun Pharmaceutical Industries, Inc.","800-818-4555","Methylphenidate Hydrochloride, Tablet, Extended Release, 18 mg (NDC 57664-606-88)","Revised","07/02/2024","Unavailable","","","Shortage of an active ingredient","Psychiatry","Current","","","07/26/2023","","","","","","",""
"Methylphenidate Hydrochloride Tablet, Extended Release","Sun Pharmaceutical Industries, Inc.","800-818-4555","Methylphenidate Hydrochloride, Tablet, Extended Release, 27 mg (NDC 57664-607-88)","Revised","07/02/2024","Unavailable","","","Shortage of an active ingredient","Psychiatry","Current","","","07/26/2023","","","","","","",""
"Methylphenidate Hydrochloride Tablet, Extended Release","Sun Pharmaceutical Industries, Inc.","800-818-4555","Methylphenidate Hydrochloride, Tablet, Extended Release, 36 mg (NDC 57664-608-88)","Reverified","07/08/2024","Unavailable","Currently Not Marketed","","Discontinuation of the manufacture of the drug","Psychiatry","Current","","","07/26/2023","","","","","","",""
